names,masks
"(9020,4305,512,512)","(9020,4305,512,512)"
"(9020,4510,512,512)","(9020,4510,512,512)"
"(9020,4715,512,512)","(9020,4715,512,512)"
"(9020,4920,512,512)","(9020,4920,512,512)"
"(9020,5125,512,512)","(9020,5125,512,512)"
"(9020,5330,512,512)","(9020,5330,512,512)"
"(9020,5535,512,512)","(9020,5535,512,512)"
"(9020,5740,512,512)","(9020,5740,512,512)"
"(9020,5945,512,512)","(9020,5945,512,512)"
"(9020,6150,512,512)","(9020,6150,512,512)"
"(9020,6355,512,512)","(9020,6355,512,512)"
"(9020,6560,512,512)","(9020,6560,512,512)"
"(9020,6765,512,512)","(9020,6765,512,512)"
"(9020,6970,512,512)","(9020,6970,512,512)"
"(9020,7175,512,512)","(9020,7175,512,512)"
"(9020,7380,512,512)","(9020,7380,512,512)"
"(9020,7585,512,512)","(9020,7585,512,512)"
"(9020,7790,512,512)","(9020,7790,512,512)"
"(9020,7995,512,512)","(9020,7995,512,512)"
"(9020,8200,512,512)","(9020,8200,512,512)"
"(9020,8405,512,512)","(9020,8405,512,512)"
"(9020,8610,512,512)","(9020,8610,512,512)"
"(9020,8815,512,512)","(9020,8815,512,512)"
"(9020,9020,512,512)","(9020,9020,512,512)"
"(9020,9225,512,512)","(9020,9225,512,512)"
"(9020,9430,512,512)","(9020,9430,512,512)"
"(9020,9635,512,512)","(9020,9635,512,512)"
"(9020,9840,512,512)","(9020,9840,512,512)"
"(9020,10045,512,512)","(9020,10045,512,512)"
"(9020,10250,512,512)","(9020,10250,512,512)"
"(9020,10455,512,512)","(9020,10455,512,512)"
"(9020,10660,512,512)","(9020,10660,512,512)"
"(9225,410,512,512)","(9225,410,512,512)"
"(9225,615,512,512)","(9225,615,512,512)"
"(9225,820,512,512)","(9225,820,512,512)"
"(9225,1025,512,512)","(9225,1025,512,512)"
"(9225,1230,512,512)","(9225,1230,512,512)"
"(9225,1435,512,512)","(9225,1435,512,512)"
"(9225,1640,512,512)","(9225,1640,512,512)"
"(9225,1845,512,512)","(9225,1845,512,512)"
"(9225,2050,512,512)","(9225,2050,512,512)"
"(9225,2255,512,512)","(9225,2255,512,512)"
"(9225,2460,512,512)","(9225,2460,512,512)"
"(9225,2665,512,512)","(9225,2665,512,512)"
"(9225,2870,512,512)","(9225,2870,512,512)"
"(9225,3075,512,512)","(9225,3075,512,512)"
"(9225,3280,512,512)","(9225,3280,512,512)"
"(9225,3485,512,512)","(9225,3485,512,512)"
"(9225,3690,512,512)","(9225,3690,512,512)"
"(9225,3895,512,512)","(9225,3895,512,512)"
"(9225,4100,512,512)","(9225,4100,512,512)"
"(9225,4305,512,512)","(9225,4305,512,512)"
"(9225,4510,512,512)","(9225,4510,512,512)"
"(9225,4715,512,512)","(9225,4715,512,512)"
"(9225,4920,512,512)","(9225,4920,512,512)"
"(9225,5125,512,512)","(9225,5125,512,512)"
"(9225,5330,512,512)","(9225,5330,512,512)"
"(9225,5535,512,512)","(9225,5535,512,512)"
"(9225,5740,512,512)","(9225,5740,512,512)"
"(9225,5945,512,512)","(9225,5945,512,512)"
"(9225,6150,512,512)","(9225,6150,512,512)"
"(9225,6355,512,512)","(9225,6355,512,512)"
"(9225,6560,512,512)","(9225,6560,512,512)"
"(9225,6765,512,512)","(9225,6765,512,512)"
"(9225,6970,512,512)","(9225,6970,512,512)"
"(9225,7175,512,512)","(9225,7175,512,512)"
"(9225,7380,512,512)","(9225,7380,512,512)"
"(9225,7585,512,512)","(9225,7585,512,512)"
"(9225,7790,512,512)","(9225,7790,512,512)"
"(9225,7995,512,512)","(9225,7995,512,512)"
"(9225,8200,512,512)","(9225,8200,512,512)"
"(9225,8405,512,512)","(9225,8405,512,512)"
"(9225,8610,512,512)","(9225,8610,512,512)"
"(9225,8815,512,512)","(9225,8815,512,512)"
"(9225,9020,512,512)","(9225,9020,512,512)"
"(9225,9225,512,512)","(9225,9225,512,512)"
"(9225,9430,512,512)","(9225,9430,512,512)"
"(9225,9635,512,512)","(9225,9635,512,512)"
"(9225,9840,512,512)","(9225,9840,512,512)"
"(9225,10045,512,512)","(9225,10045,512,512)"
"(9225,10250,512,512)","(9225,10250,512,512)"
"(9225,10455,512,512)","(9225,10455,512,512)"
"(9225,10660,512,512)","(9225,10660,512,512)"
"(9430,410,512,512)","(9430,410,512,512)"
"(9430,615,512,512)","(9430,615,512,512)"
"(9430,820,512,512)","(9430,820,512,512)"
"(9430,1025,512,512)","(9430,1025,512,512)"
"(9430,1230,512,512)","(9430,1230,512,512)"
"(9430,1435,512,512)","(9430,1435,512,512)"
"(9430,1640,512,512)","(9430,1640,512,512)"
"(9430,1845,512,512)","(9430,1845,512,512)"
"(9430,2050,512,512)","(9430,2050,512,512)"
"(9430,2255,512,512)","(9430,2255,512,512)"
"(9430,2460,512,512)","(9430,2460,512,512)"
"(9430,2665,512,512)","(9430,2665,512,512)"
"(9430,2870,512,512)","(9430,2870,512,512)"
"(9430,3075,512,512)","(9430,3075,512,512)"
"(9430,3280,512,512)","(9430,3280,512,512)"
"(9430,3485,512,512)","(9430,3485,512,512)"
"(9430,3690,512,512)","(9430,3690,512,512)"
"(9430,3895,512,512)","(9430,3895,512,512)"
"(9430,4100,512,512)","(9430,4100,512,512)"
"(9430,4305,512,512)","(9430,4305,512,512)"
"(9430,4510,512,512)","(9430,4510,512,512)"
"(9430,4715,512,512)","(9430,4715,512,512)"
"(9430,4920,512,512)","(9430,4920,512,512)"
"(9430,5125,512,512)","(9430,5125,512,512)"
"(9430,5330,512,512)","(9430,5330,512,512)"
"(9430,5535,512,512)","(9430,5535,512,512)"
"(9430,5740,512,512)","(9430,5740,512,512)"
"(9430,5945,512,512)","(9430,5945,512,512)"
"(9430,6150,512,512)","(9430,6150,512,512)"
"(9430,6355,512,512)","(9430,6355,512,512)"
"(9430,6560,512,512)","(9430,6560,512,512)"
"(9430,6765,512,512)","(9430,6765,512,512)"
"(9430,6970,512,512)","(9430,6970,512,512)"
"(9430,7175,512,512)","(9430,7175,512,512)"
"(9430,7380,512,512)","(9430,7380,512,512)"
"(9430,7585,512,512)","(9430,7585,512,512)"
"(9430,7790,512,512)","(9430,7790,512,512)"
"(9430,7995,512,512)","(9430,7995,512,512)"
"(9430,8200,512,512)","(9430,8200,512,512)"
"(9430,8405,512,512)","(9430,8405,512,512)"
"(9430,8610,512,512)","(9430,8610,512,512)"
"(9430,8815,512,512)","(9430,8815,512,512)"
"(9430,9020,512,512)","(9430,9020,512,512)"
"(9430,9225,512,512)","(9430,9225,512,512)"
"(9430,9430,512,512)","(9430,9430,512,512)"
"(9430,9635,512,512)","(9430,9635,512,512)"
"(9430,9840,512,512)","(9430,9840,512,512)"
"(9430,10045,512,512)","(9430,10045,512,512)"
"(9430,10250,512,512)","(9430,10250,512,512)"
"(9430,10455,512,512)","(9430,10455,512,512)"
"(9430,10660,512,512)","(9430,10660,512,512)"
"(9635,410,512,512)","(9635,410,512,512)"
"(9635,615,512,512)","(9635,615,512,512)"
"(9635,820,512,512)","(9635,820,512,512)"
"(9635,1025,512,512)","(9635,1025,512,512)"
"(9635,1230,512,512)","(9635,1230,512,512)"
"(9635,1435,512,512)","(9635,1435,512,512)"
"(9635,1640,512,512)","(9635,1640,512,512)"
"(9635,1845,512,512)","(9635,1845,512,512)"
"(9635,2050,512,512)","(9635,2050,512,512)"
"(9635,2255,512,512)","(9635,2255,512,512)"
"(9635,2460,512,512)","(9635,2460,512,512)"
"(9635,2665,512,512)","(9635,2665,512,512)"
"(9635,2870,512,512)","(9635,2870,512,512)"
"(9635,3075,512,512)","(9635,3075,512,512)"
"(9635,3280,512,512)","(9635,3280,512,512)"
"(9635,3485,512,512)","(9635,3485,512,512)"
"(9635,3690,512,512)","(9635,3690,512,512)"
"(9635,3895,512,512)","(9635,3895,512,512)"
"(9635,4100,512,512)","(9635,4100,512,512)"
"(9635,4305,512,512)","(9635,4305,512,512)"
"(9635,4510,512,512)","(9635,4510,512,512)"
"(9635,4715,512,512)","(9635,4715,512,512)"
"(9635,4920,512,512)","(9635,4920,512,512)"
"(9635,5125,512,512)","(9635,5125,512,512)"
"(9635,5330,512,512)","(9635,5330,512,512)"
"(9635,5535,512,512)","(9635,5535,512,512)"
"(9635,5740,512,512)","(9635,5740,512,512)"
"(9635,5945,512,512)","(9635,5945,512,512)"
"(9635,6150,512,512)","(9635,6150,512,512)"
"(9635,6355,512,512)","(9635,6355,512,512)"
"(9635,6560,512,512)","(9635,6560,512,512)"
"(9635,6765,512,512)","(9635,6765,512,512)"
"(9635,6970,512,512)","(9635,6970,512,512)"
"(9635,7175,512,512)","(9635,7175,512,512)"
"(9635,7380,512,512)","(9635,7380,512,512)"
"(9635,7585,512,512)","(9635,7585,512,512)"
"(9635,7790,512,512)","(9635,7790,512,512)"
"(9635,7995,512,512)","(9635,7995,512,512)"
"(9635,8200,512,512)","(9635,8200,512,512)"
"(9635,8405,512,512)","(9635,8405,512,512)"
"(9635,8610,512,512)","(9635,8610,512,512)"
"(9635,8815,512,512)","(9635,8815,512,512)"
"(9635,9020,512,512)","(9635,9020,512,512)"
"(9635,9225,512,512)","(9635,9225,512,512)"
"(9635,9430,512,512)","(9635,9430,512,512)"
"(9635,9635,512,512)","(9635,9635,512,512)"
"(9635,9840,512,512)","(9635,9840,512,512)"
"(9635,10045,512,512)","(9635,10045,512,512)"
"(9635,10250,512,512)","(9635,10250,512,512)"
"(9635,10455,512,512)","(9635,10455,512,512)"
"(9635,10660,512,512)","(9635,10660,512,512)"
"(9840,410,512,512)","(9840,410,512,512)"
"(9840,615,512,512)","(9840,615,512,512)"
"(9840,820,512,512)","(9840,820,512,512)"
"(9840,1025,512,512)","(9840,1025,512,512)"
"(9840,1230,512,512)","(9840,1230,512,512)"
"(9840,1435,512,512)","(9840,1435,512,512)"
"(9840,1640,512,512)","(9840,1640,512,512)"
"(9840,1845,512,512)","(9840,1845,512,512)"
"(9840,2050,512,512)","(9840,2050,512,512)"
"(9840,2255,512,512)","(9840,2255,512,512)"
"(9840,2460,512,512)","(9840,2460,512,512)"
"(9840,2665,512,512)","(9840,2665,512,512)"
"(9840,2870,512,512)","(9840,2870,512,512)"
"(9840,3075,512,512)","(9840,3075,512,512)"
"(9840,3280,512,512)","(9840,3280,512,512)"
"(9840,3485,512,512)","(9840,3485,512,512)"
"(9840,3690,512,512)","(9840,3690,512,512)"
"(9840,3895,512,512)","(9840,3895,512,512)"
"(9840,4100,512,512)","(9840,4100,512,512)"
"(9840,4305,512,512)","(9840,4305,512,512)"
"(9840,4510,512,512)","(9840,4510,512,512)"
"(9840,4715,512,512)","(9840,4715,512,512)"
"(9840,4920,512,512)","(9840,4920,512,512)"
"(9840,5125,512,512)","(9840,5125,512,512)"
"(9840,5330,512,512)","(9840,5330,512,512)"
"(9840,5535,512,512)","(9840,5535,512,512)"
"(9840,5740,512,512)","(9840,5740,512,512)"
"(9840,5945,512,512)","(9840,5945,512,512)"
"(9840,6150,512,512)","(9840,6150,512,512)"
"(9840,6355,512,512)","(9840,6355,512,512)"
"(9840,6560,512,512)","(9840,6560,512,512)"
"(9840,6765,512,512)","(9840,6765,512,512)"
"(9840,6970,512,512)","(9840,6970,512,512)"
"(9840,7175,512,512)","(9840,7175,512,512)"
"(9840,7380,512,512)","(9840,7380,512,512)"
"(9840,7585,512,512)","(9840,7585,512,512)"
"(9840,7790,512,512)","(9840,7790,512,512)"
"(9840,7995,512,512)","(9840,7995,512,512)"
"(9840,8200,512,512)","(9840,8200,512,512)"
"(9840,8405,512,512)","(9840,8405,512,512)"
"(9840,8610,512,512)","(9840,8610,512,512)"
"(9840,8815,512,512)","(9840,8815,512,512)"
"(9840,9020,512,512)","(9840,9020,512,512)"
"(9840,9225,512,512)","(9840,9225,512,512)"
"(9840,9430,512,512)","(9840,9430,512,512)"
"(9840,9635,512,512)","(9840,9635,512,512)"
"(9840,9840,512,512)","(9840,9840,512,512)"
"(9840,10045,512,512)","(9840,10045,512,512)"
"(9840,10250,512,512)","(9840,10250,512,512)"
"(9840,10455,512,512)","(9840,10455,512,512)"
"(9840,10660,512,512)","(9840,10660,512,512)"
"(10045,410,512,512)","(10045,410,512,512)"
"(10045,615,512,512)","(10045,615,512,512)"
"(10045,820,512,512)","(10045,820,512,512)"
"(10045,1025,512,512)","(10045,1025,512,512)"
"(10045,1230,512,512)","(10045,1230,512,512)"
"(10045,1435,512,512)","(10045,1435,512,512)"
"(10045,1640,512,512)","(10045,1640,512,512)"
"(10045,1845,512,512)","(10045,1845,512,512)"
"(10045,2050,512,512)","(10045,2050,512,512)"
"(10045,2255,512,512)","(10045,2255,512,512)"
"(10045,2460,512,512)","(10045,2460,512,512)"
"(10045,2665,512,512)","(10045,2665,512,512)"
"(10045,2870,512,512)","(10045,2870,512,512)"
"(10045,3075,512,512)","(10045,3075,512,512)"
"(10045,3280,512,512)","(10045,3280,512,512)"
"(10045,3485,512,512)","(10045,3485,512,512)"
"(10045,3690,512,512)","(10045,3690,512,512)"
"(10045,3895,512,512)","(10045,3895,512,512)"
"(10045,4100,512,512)","(10045,4100,512,512)"
"(10045,4305,512,512)","(10045,4305,512,512)"
"(10045,4510,512,512)","(10045,4510,512,512)"
"(10045,4715,512,512)","(10045,4715,512,512)"
"(10045,4920,512,512)","(10045,4920,512,512)"
"(10045,5125,512,512)","(10045,5125,512,512)"
"(10045,5330,512,512)","(10045,5330,512,512)"
"(10045,5535,512,512)","(10045,5535,512,512)"
"(10045,5740,512,512)","(10045,5740,512,512)"
"(10045,5945,512,512)","(10045,5945,512,512)"
"(10045,6150,512,512)","(10045,6150,512,512)"
"(10045,6355,512,512)","(10045,6355,512,512)"
"(10045,6560,512,512)","(10045,6560,512,512)"
"(10045,6765,512,512)","(10045,6765,512,512)"
"(10045,6970,512,512)","(10045,6970,512,512)"
"(10045,7175,512,512)","(10045,7175,512,512)"
"(10045,7380,512,512)","(10045,7380,512,512)"
"(10045,7585,512,512)","(10045,7585,512,512)"
"(10045,7790,512,512)","(10045,7790,512,512)"
"(10045,7995,512,512)","(10045,7995,512,512)"
"(10045,8200,512,512)","(10045,8200,512,512)"
"(10045,8405,512,512)","(10045,8405,512,512)"
"(10045,8610,512,512)","(10045,8610,512,512)"
"(10045,8815,512,512)","(10045,8815,512,512)"
"(10045,9020,512,512)","(10045,9020,512,512)"
"(10045,9225,512,512)","(10045,9225,512,512)"
"(10045,9430,512,512)","(10045,9430,512,512)"
"(10045,9635,512,512)","(10045,9635,512,512)"
"(10045,9840,512,512)","(10045,9840,512,512)"
"(10045,10045,512,512)","(10045,10045,512,512)"
"(10045,10250,512,512)","(10045,10250,512,512)"
"(10045,10455,512,512)","(10045,10455,512,512)"
"(10045,10660,512,512)","(10045,10660,512,512)"
"(10250,410,512,512)","(10250,410,512,512)"
"(10250,615,512,512)","(10250,615,512,512)"
"(10250,820,512,512)","(10250,820,512,512)"
"(10250,1025,512,512)","(10250,1025,512,512)"
"(10250,1230,512,512)","(10250,1230,512,512)"
"(10250,1435,512,512)","(10250,1435,512,512)"
"(10250,1640,512,512)","(10250,1640,512,512)"
"(10250,1845,512,512)","(10250,1845,512,512)"
"(10250,2050,512,512)","(10250,2050,512,512)"
"(10250,2255,512,512)","(10250,2255,512,512)"
"(10250,2460,512,512)","(10250,2460,512,512)"
"(10250,2665,512,512)","(10250,2665,512,512)"
"(10250,2870,512,512)","(10250,2870,512,512)"
"(10250,3075,512,512)","(10250,3075,512,512)"
"(10250,3280,512,512)","(10250,3280,512,512)"
"(10250,3485,512,512)","(10250,3485,512,512)"
"(10250,3690,512,512)","(10250,3690,512,512)"
"(10250,3895,512,512)","(10250,3895,512,512)"
"(10250,4100,512,512)","(10250,4100,512,512)"
"(10250,4305,512,512)","(10250,4305,512,512)"
"(10250,4510,512,512)","(10250,4510,512,512)"
"(10250,4715,512,512)","(10250,4715,512,512)"
"(10250,4920,512,512)","(10250,4920,512,512)"
"(10250,5125,512,512)","(10250,5125,512,512)"
"(10250,5330,512,512)","(10250,5330,512,512)"
"(10250,5535,512,512)","(10250,5535,512,512)"
"(10250,5740,512,512)","(10250,5740,512,512)"
"(10250,5945,512,512)","(10250,5945,512,512)"
"(10250,6150,512,512)","(10250,6150,512,512)"
"(10250,6355,512,512)","(10250,6355,512,512)"
"(10250,6560,512,512)","(10250,6560,512,512)"
"(10250,6765,512,512)","(10250,6765,512,512)"
"(10250,6970,512,512)","(10250,6970,512,512)"
"(10250,7175,512,512)","(10250,7175,512,512)"
"(10250,7380,512,512)","(10250,7380,512,512)"
"(10250,7585,512,512)","(10250,7585,512,512)"
"(10250,7790,512,512)","(10250,7790,512,512)"
"(10250,7995,512,512)","(10250,7995,512,512)"
"(10250,8200,512,512)","(10250,8200,512,512)"
"(10250,8405,512,512)","(10250,8405,512,512)"
"(10250,8610,512,512)","(10250,8610,512,512)"
"(10250,8815,512,512)","(10250,8815,512,512)"
"(10250,9020,512,512)","(10250,9020,512,512)"
"(10250,9225,512,512)","(10250,9225,512,512)"
"(10250,9430,512,512)","(10250,9430,512,512)"
"(10250,9635,512,512)","(10250,9635,512,512)"
"(10250,9840,512,512)","(10250,9840,512,512)"
"(10250,10045,512,512)","(10250,10045,512,512)"
"(10250,10250,512,512)","(10250,10250,512,512)"
"(10250,10455,512,512)","(10250,10455,512,512)"
"(10250,10660,512,512)","(10250,10660,512,512)"
"(10455,410,512,512)","(10455,410,512,512)"
"(10455,615,512,512)","(10455,615,512,512)"
"(10455,820,512,512)","(10455,820,512,512)"
"(10455,1025,512,512)","(10455,1025,512,512)"
"(10455,1230,512,512)","(10455,1230,512,512)"
"(10455,1435,512,512)","(10455,1435,512,512)"
"(10455,1640,512,512)","(10455,1640,512,512)"
"(10455,1845,512,512)","(10455,1845,512,512)"
"(10455,2050,512,512)","(10455,2050,512,512)"
"(10455,2255,512,512)","(10455,2255,512,512)"
"(10455,2460,512,512)","(10455,2460,512,512)"
"(10455,2665,512,512)","(10455,2665,512,512)"
"(10455,2870,512,512)","(10455,2870,512,512)"
"(10455,3075,512,512)","(10455,3075,512,512)"
"(10455,3280,512,512)","(10455,3280,512,512)"
"(10455,3485,512,512)","(10455,3485,512,512)"
"(10455,3690,512,512)","(10455,3690,512,512)"
"(10455,3895,512,512)","(10455,3895,512,512)"
"(10455,4100,512,512)","(10455,4100,512,512)"
"(10455,4305,512,512)","(10455,4305,512,512)"
"(10455,4510,512,512)","(10455,4510,512,512)"
"(10455,4715,512,512)","(10455,4715,512,512)"
"(10455,4920,512,512)","(10455,4920,512,512)"
"(10455,5125,512,512)","(10455,5125,512,512)"
"(10455,5330,512,512)","(10455,5330,512,512)"
"(10455,5535,512,512)","(10455,5535,512,512)"
"(10455,5740,512,512)","(10455,5740,512,512)"
"(10455,5945,512,512)","(10455,5945,512,512)"
"(10455,6150,512,512)","(10455,6150,512,512)"
"(10455,6355,512,512)","(10455,6355,512,512)"
"(10455,6560,512,512)","(10455,6560,512,512)"
"(10455,6765,512,512)","(10455,6765,512,512)"
"(10455,6970,512,512)","(10455,6970,512,512)"
"(10455,7175,512,512)","(10455,7175,512,512)"
"(10455,7380,512,512)","(10455,7380,512,512)"
"(10455,7585,512,512)","(10455,7585,512,512)"
"(10455,7790,512,512)","(10455,7790,512,512)"
"(10455,7995,512,512)","(10455,7995,512,512)"
"(10455,8200,512,512)","(10455,8200,512,512)"
"(10455,8405,512,512)","(10455,8405,512,512)"
"(10455,8610,512,512)","(10455,8610,512,512)"
"(10455,8815,512,512)","(10455,8815,512,512)"
"(10455,9020,512,512)","(10455,9020,512,512)"
"(10455,9225,512,512)","(10455,9225,512,512)"
"(10455,9430,512,512)","(10455,9430,512,512)"
"(10455,9635,512,512)","(10455,9635,512,512)"
"(10455,9840,512,512)","(10455,9840,512,512)"
"(10455,10045,512,512)","(10455,10045,512,512)"
"(10455,10250,512,512)","(10455,10250,512,512)"
"(10455,10455,512,512)","(10455,10455,512,512)"
"(10455,10660,512,512)","(10455,10660,512,512)"
"(10660,410,512,512)","(10660,410,512,512)"
"(10660,615,512,512)","(10660,615,512,512)"
"(10660,820,512,512)","(10660,820,512,512)"
"(10660,1025,512,512)","(10660,1025,512,512)"
"(10660,1230,512,512)","(10660,1230,512,512)"
"(10660,1435,512,512)","(10660,1435,512,512)"
"(10660,1640,512,512)","(10660,1640,512,512)"
"(10660,1845,512,512)","(10660,1845,512,512)"
"(10660,2050,512,512)","(10660,2050,512,512)"
"(10660,2255,512,512)","(10660,2255,512,512)"
"(10660,2460,512,512)","(10660,2460,512,512)"
"(10660,2665,512,512)","(10660,2665,512,512)"
"(10660,2870,512,512)","(10660,2870,512,512)"
"(10660,3075,512,512)","(10660,3075,512,512)"
"(10660,3280,512,512)","(10660,3280,512,512)"
"(10660,3485,512,512)","(10660,3485,512,512)"
"(10660,3690,512,512)","(10660,3690,512,512)"
"(10660,3895,512,512)","(10660,3895,512,512)"
"(10660,4100,512,512)","(10660,4100,512,512)"
"(10660,4305,512,512)","(10660,4305,512,512)"
"(10660,4510,512,512)","(10660,4510,512,512)"
"(10660,4715,512,512)","(10660,4715,512,512)"
"(10660,4920,512,512)","(10660,4920,512,512)"
"(10660,5125,512,512)","(10660,5125,512,512)"
"(10660,5330,512,512)","(10660,5330,512,512)"
"(10660,5535,512,512)","(10660,5535,512,512)"
"(10660,5740,512,512)","(10660,5740,512,512)"
"(10660,5945,512,512)","(10660,5945,512,512)"
"(10660,6150,512,512)","(10660,6150,512,512)"
"(10660,6355,512,512)","(10660,6355,512,512)"
"(10660,6560,512,512)","(10660,6560,512,512)"
"(10660,6765,512,512)","(10660,6765,512,512)"
"(10660,6970,512,512)","(10660,6970,512,512)"
"(10660,7175,512,512)","(10660,7175,512,512)"
"(10660,7380,512,512)","(10660,7380,512,512)"
"(10660,7585,512,512)","(10660,7585,512,512)"
"(10660,7790,512,512)","(10660,7790,512,512)"
"(10660,7995,512,512)","(10660,7995,512,512)"
"(10660,8200,512,512)","(10660,8200,512,512)"
"(10660,8405,512,512)","(10660,8405,512,512)"
"(10660,8610,512,512)","(10660,8610,512,512)"
"(10660,8815,512,512)","(10660,8815,512,512)"
"(10660,9020,512,512)","(10660,9020,512,512)"
"(10660,9225,512,512)","(10660,9225,512,512)"
"(10660,9430,512,512)","(10660,9430,512,512)"
"(10660,9635,512,512)","(10660,9635,512,512)"
"(10660,9840,512,512)","(10660,9840,512,512)"
"(10660,10045,512,512)","(10660,10045,512,512)"
"(10660,10250,512,512)","(10660,10250,512,512)"
"(10660,10455,512,512)","(10660,10455,512,512)"
"(10660,10660,512,512)","(10660,10660,512,512)"
"(10865,410,512,512)","(10865,410,512,512)"
"(10865,615,512,512)","(10865,615,512,512)"
"(10865,820,512,512)","(10865,820,512,512)"
"(10865,1025,512,512)","(10865,1025,512,512)"
"(10865,1230,512,512)","(10865,1230,512,512)"
"(10865,1435,512,512)","(10865,1435,512,512)"
"(10865,1640,512,512)","(10865,1640,512,512)"
"(10865,1845,512,512)","(10865,1845,512,512)"
"(10865,2050,512,512)","(10865,2050,512,512)"
"(10865,2255,512,512)","(10865,2255,512,512)"
"(10865,2460,512,512)","(10865,2460,512,512)"
"(10865,2665,512,512)","(10865,2665,512,512)"
"(10865,2870,512,512)","(10865,2870,512,512)"
"(10865,3075,512,512)","(10865,3075,512,512)"
"(10865,3280,512,512)","(10865,3280,512,512)"
"(10865,3485,512,512)","(10865,3485,512,512)"
"(10865,3690,512,512)","(10865,3690,512,512)"
"(10865,3895,512,512)","(10865,3895,512,512)"
"(10865,4100,512,512)","(10865,4100,512,512)"
"(10865,4305,512,512)","(10865,4305,512,512)"
"(10865,4510,512,512)","(10865,4510,512,512)"
"(10865,4715,512,512)","(10865,4715,512,512)"
"(10865,4920,512,512)","(10865,4920,512,512)"
"(10865,5125,512,512)","(10865,5125,512,512)"
"(10865,5330,512,512)","(10865,5330,512,512)"
"(10865,5535,512,512)","(10865,5535,512,512)"
"(10865,5740,512,512)","(10865,5740,512,512)"
"(10865,5945,512,512)","(10865,5945,512,512)"
"(10865,6150,512,512)","(10865,6150,512,512)"
"(10865,6355,512,512)","(10865,6355,512,512)"
"(10865,6560,512,512)","(10865,6560,512,512)"
"(10865,6765,512,512)","(10865,6765,512,512)"
"(10865,6970,512,512)","(10865,6970,512,512)"
"(10865,7175,512,512)","(10865,7175,512,512)"
"(10865,7380,512,512)","(10865,7380,512,512)"
"(10865,7585,512,512)","(10865,7585,512,512)"
"(10865,7790,512,512)","(10865,7790,512,512)"
"(10865,7995,512,512)","(10865,7995,512,512)"
"(10865,8200,512,512)","(10865,8200,512,512)"
"(10865,8405,512,512)","(10865,8405,512,512)"
"(10865,8610,512,512)","(10865,8610,512,512)"
"(10865,8815,512,512)","(10865,8815,512,512)"
"(10865,9020,512,512)","(10865,9020,512,512)"
"(10865,9225,512,512)","(10865,9225,512,512)"
"(10865,9430,512,512)","(10865,9430,512,512)"
"(10865,9635,512,512)","(10865,9635,512,512)"
"(10865,9840,512,512)","(10865,9840,512,512)"
"(10865,10045,512,512)","(10865,10045,512,512)"
"(10865,10250,512,512)","(10865,10250,512,512)"
"(10865,10455,512,512)","(10865,10455,512,512)"
"(10865,10660,512,512)","(10865,10660,512,512)"
"(11070,410,512,512)","(11070,410,512,512)"
"(11070,615,512,512)","(11070,615,512,512)"
"(11070,820,512,512)","(11070,820,512,512)"
"(11070,1025,512,512)","(11070,1025,512,512)"
"(11070,1230,512,512)","(11070,1230,512,512)"
"(11070,1435,512,512)","(11070,1435,512,512)"
"(11070,1640,512,512)","(11070,1640,512,512)"
"(11070,1845,512,512)","(11070,1845,512,512)"
"(11070,2050,512,512)","(11070,2050,512,512)"
"(11070,2255,512,512)","(11070,2255,512,512)"
"(11070,2460,512,512)","(11070,2460,512,512)"
"(11070,2665,512,512)","(11070,2665,512,512)"
"(11070,2870,512,512)","(11070,2870,512,512)"
"(11070,3075,512,512)","(11070,3075,512,512)"
"(11070,3280,512,512)","(11070,3280,512,512)"
"(11070,3485,512,512)","(11070,3485,512,512)"
"(11070,3690,512,512)","(11070,3690,512,512)"
"(11070,3895,512,512)","(11070,3895,512,512)"
"(11070,4100,512,512)","(11070,4100,512,512)"
"(11070,4305,512,512)","(11070,4305,512,512)"
"(11070,4510,512,512)","(11070,4510,512,512)"
"(11070,4715,512,512)","(11070,4715,512,512)"
"(11070,4920,512,512)","(11070,4920,512,512)"
"(11070,5125,512,512)","(11070,5125,512,512)"
"(11070,5330,512,512)","(11070,5330,512,512)"
"(11070,5535,512,512)","(11070,5535,512,512)"
"(11070,5740,512,512)","(11070,5740,512,512)"
"(11070,5945,512,512)","(11070,5945,512,512)"
"(11070,6150,512,512)","(11070,6150,512,512)"
"(11070,6355,512,512)","(11070,6355,512,512)"
"(11070,6560,512,512)","(11070,6560,512,512)"
"(11070,6765,512,512)","(11070,6765,512,512)"
"(11070,6970,512,512)","(11070,6970,512,512)"
"(11070,7175,512,512)","(11070,7175,512,512)"
"(11070,7380,512,512)","(11070,7380,512,512)"
"(11070,7585,512,512)","(11070,7585,512,512)"
"(11070,7790,512,512)","(11070,7790,512,512)"
"(11070,7995,512,512)","(11070,7995,512,512)"
"(11070,8200,512,512)","(11070,8200,512,512)"
"(11070,8405,512,512)","(11070,8405,512,512)"
"(11070,8610,512,512)","(11070,8610,512,512)"
"(11070,8815,512,512)","(11070,8815,512,512)"
"(11070,9020,512,512)","(11070,9020,512,512)"
"(11070,9225,512,512)","(11070,9225,512,512)"
"(11070,9430,512,512)","(11070,9430,512,512)"
"(11070,9635,512,512)","(11070,9635,512,512)"
"(11070,9840,512,512)","(11070,9840,512,512)"
"(11070,10045,512,512)","(11070,10045,512,512)"
"(11070,10250,512,512)","(11070,10250,512,512)"
